interaction_id,taskid,userid,completion
1663,40,28,0
1664,41,28,0
1665,44,28,0
1666,45,28,0
1667,46,28,0
1668,47,28,0
1669,48,28,1
1670,50,28,0
1671,51,28,0
1672,53,28,0
1673,56,28,0
1674,57,28,1
1675,58,28,1
1676,60,28,0
1677,62,28,0
1678,63,28,1
1679,65,28,1
1680,68,28,0
1681,70,28,0
1682,72,28,1
1683,73,28,1
1684,74,28,1
1685,75,28,0
1686,77,28,1
1687,79,28,0
1688,81,28,1
1689,84,28,1
1690,86,28,0
1691,87,28,0
1692,88,28,1
1693,89,28,0
1694,90,28,0
1695,92,28,0
1696,95,28,1
1697,96,28,1
1698,97,28,0
1699,0,29,1
1700,2,29,1
1701,4,29,0
1702,5,29,1
1703,6,29,0
1704,9,29,1
1705,14,29,0
1706,16,29,0
1707,18,29,1
1708,19,29,0
1709,20,29,1
1710,21,29,0
1711,23,29,1
1712,24,29,1
1713,28,29,1
1714,30,29,0
1715,31,29,1
1716,34,29,0
1717,35,29,0
1718,37,29,1
1719,39,29,1
1720,40,29,0
1721,41,29,0
1722,42,29,0
1723,43,29,0
1724,45,29,1
1725,46,29,0
1726,47,29,0
1727,48,29,0
1728,49,29,1
1729,51,29,1
1730,55,29,1
1731,56,29,0
1732,64,29,1
1733,65,29,0
1734,70,29,0
1735,71,29,1
1736,72,29,0
1737,73,29,0
1738,74,29,1
1739,75,29,1
1740,76,29,1
1741,77,29,0
1742,79,29,0
1743,80,29,0
1744,81,29,0
1745,82,29,0
1746,83,29,0
1747,84,29,1
1748,85,29,0
1749,86,29,1
1750,88,29,1
1751,89,29,0
1752,90,29,1
1753,92,29,0
1754,94,29,0
1755,95,29,0
1756,0,30,0
1757,2,30,1
1758,4,30,1
1759,5,30,0
1760,9,30,1
1761,10,30,1
1762,11,30,0
1763,12,30,0
1764,13,30,1
1765,14,30,0
1766,15,30,0
1767,16,30,0
1768,17,30,0
1769,18,30,1
1770,19,30,1
1771,20,30,0
1772,21,30,0
1773,24,30,1
1774,25,30,0
1775,33,30,0
1776,34,30,1
1777,38,30,0
1778,39,30,1
1779,40,30,0
1780,41,30,1
1781,43,30,1
1782,46,30,0
1783,47,30,0
1784,48,30,0
1785,49,30,0
1786,50,30,0
1787,51,30,0
1788,52,30,1
1789,53,30,0
1790,54,30,0
1791,56,30,0
1792,57,30,0
1793,58,30,1
1794,60,30,0
1795,62,30,0
1796,63,30,0
1797,64,30,0
1798,65,30,0
1799,66,30,0
1800,67,30,1
1801,68,30,0
1802,70,30,0
1803,71,30,0
1804,72,30,0
1805,73,30,0
1806,74,30,0
1807,75,30,1
1808,78,30,1
1809,79,30,0
1810,80,30,0
1811,82,30,0
1812,83,30,0
1813,84,30,1
1814,85,30,1
1815,86,30,1
1816,92,30,0
1817,94,30,1
1818,96,30,1
1819,97,30,1
1820,2,31,0
1821,3,31,1
1822,4,31,0
1823,6,31,1
1824,7,31,0
1825,8,31,0
1826,9,31,1
1827,11,31,0
1828,15,31,1
1829,16,31,0
1830,17,31,1
1831,18,31,0
1832,19,31,1
1833,21,31,1
1834,22,31,1
1835,23,31,0
1836,25,31,1
1837,26,31,0
1838,27,31,0
1839,29,31,1
1840,31,31,0
1841,32,31,0
1842,33,31,0
1843,34,31,1
1844,35,31,1
1845,36,31,0
1846,38,31,0
1847,39,31,0
1848,43,31,1
1849,44,31,0
1850,45,31,0
1851,46,31,0
1852,47,31,1
1853,48,31,0
1854,49,31,0
1855,50,31,1
1856,52,31,0
1857,53,31,0
1858,54,31,0
1859,55,31,0
1860,57,31,0
1861,59,31,0
1862,60,31,1
1863,61,31,1
1864,63,31,0
1865,66,31,0
1866,67,31,0
1867,69,31,1
1868,70,31,1
1869,71,31,0
1870,73,31,0
1871,74,31,0
1872,76,31,1
1873,78,31,0
1874,79,31,0
1875,80,31,0
1876,82,31,0
1877,83,31,1
1878,84,31,0
1879,85,31,0
1880,86,31,0
1881,87,31,0
1882,88,31,1
1883,90,31,1
1884,91,31,1
1885,92,31,1
1886,94,31,0
1887,95,31,1
1888,97,31,1
1889,0,32,0
1890,1,32,0
1891,2,32,0
1892,3,32,0
1893,4,32,1
1894,8,32,0
1895,9,32,0
1896,11,32,1
1897,13,32,0
1898,14,32,1
1899,18,32,0
1900,20,32,0
1901,21,32,0
1902,24,32,0
1903,25,32,0
1904,26,32,0
1905,27,32,0
1906,28,32,0
1907,29,32,0
1908,31,32,0
1909,32,32,1
1910,34,32,0
1911,35,32,0
1912,36,32,1
1913,38,32,1
1914,39,32,0
1915,40,32,0
1916,41,32,0
1917,42,32,1
1918,43,32,1
1919,44,32,1
1920,46,32,0
1921,48,32,0
1922,49,32,1
1923,50,32,0
1924,51,32,0
1925,52,32,0
1926,53,32,0
1927,54,32,0
1928,55,32,0
1929,56,32,1
1930,59,32,0
1931,60,32,0
1932,62,32,0
1933,64,32,1
1934,65,32,0
1935,67,32,1
1936,68,32,0
1937,69,32,0
1938,70,32,0
1939,71,32,0
1940,73,32,1
1941,74,32,1
1942,75,32,0
1943,76,32,0
1944,77,32,0
1945,79,32,1
1946,81,32,1
1947,82,32,0
1948,83,32,0
1949,84,32,0
1950,86,32,0
1951,87,32,0
1952,88,32,0
1953,89,32,0
1954,90,32,0
1955,91,32,0
1956,92,32,1
1957,94,32,0
1958,95,32,1
1959,96,32,0
1960,97,32,0
1961,2,33,0
1962,3,33,0
1963,4,33,0
1964,5,33,0
1965,7,33,0
1966,9,33,1
1967,10,33,0
1968,11,33,0
1969,13,33,0
1970,15,33,1
1971,17,33,1
1972,18,33,0
1973,19,33,0
1974,20,33,0
1975,21,33,1
1976,25,33,0
1977,27,33,1
1978,29,33,0
1979,31,33,0
1980,32,33,0
1981,34,33,0
1982,35,33,0
1983,36,33,0
1984,37,33,0
1985,40,33,0
1986,41,33,1
1987,43,33,0
1988,44,33,0
1989,45,33,1
1990,46,33,0
1991,47,33,0
1992,48,33,0
1993,50,33,1
1994,51,33,0
1995,52,33,1
1996,53,33,1
1997,54,33,1
1998,55,33,0
1999,56,33,0
2000,57,33,0
2001,59,33,0
2002,60,33,0
2003,61,33,0
2004,62,33,0
2005,63,33,0
2006,64,33,1
2007,65,33,0
2008,66,33,0
2009,71,33,0
2010,73,33,0
2011,75,33,0
2012,77,33,0
2013,78,33,1
2014,79,33,0
2015,80,33,0
2016,81,33,0
2017,86,33,0
2018,87,33,1
2019,88,33,1
2020,89,33,0
2021,90,33,1
2022,94,33,0
2023,95,33,1
2024,97,33,1
2025,0,34,1
2026,1,34,0
2027,3,34,1
2028,4,34,1
2029,8,34,1
2030,10,34,0
2031,11,34,0
2032,12,34,0
2033,14,34,0
2034,15,34,0
2035,16,34,0
2036,17,34,0
2037,19,34,0
2038,20,34,0
2039,22,34,0
2040,23,34,1
2041,25,34,0
2042,26,34,1
2043,28,34,1
2044,29,34,0
2045,30,34,1
2046,32,34,0
2047,34,34,1
2048,35,34,0
2049,39,34,1
2050,40,34,0
2051,41,34,0
2052,46,34,1
2053,48,34,0
2054,49,34,0
2055,50,34,0
2056,52,34,1
2057,53,34,1
2058,54,34,0
2059,56,34,0
2060,59,34,0
2061,62,34,0
2062,63,34,0
2063,65,34,0
2064,66,34,0
2065,67,34,1
2066,69,34,0
2067,71,34,1
2068,72,34,1
2069,73,34,0
2070,74,34,0
2071,75,34,1
2072,76,34,0
2073,77,34,0
2074,78,34,0
2075,81,34,0
2076,82,34,0
2077,84,34,1
2078,91,34,0
2079,92,34,1
2080,93,34,0
2081,1,35,0
2082,2,35,1
2083,3,35,0
2084,4,35,1
2085,5,35,1
2086,6,35,0
2087,7,35,1
2088,10,35,0
2089,12,35,1
2090,19,35,1
2091,20,35,1
2092,21,35,1
2093,22,35,0
2094,26,35,1
2095,27,35,0
2096,28,35,1
2097,32,35,1
2098,33,35,0
2099,34,35,0
2100,36,35,0
2101,37,35,0
2102,38,35,0
2103,39,35,1
2104,40,35,0
2105,41,35,0
2106,42,35,0
2107,43,35,0
2108,46,35,0
2109,48,35,0
2110,50,35,0
2111,53,35,0
2112,54,35,0
2113,55,35,0
2114,57,35,0
2115,62,35,0
2116,64,35,0
2117,65,35,0
2118,66,35,0
2119,67,35,1
2120,69,35,1
2121,72,35,0
2122,73,35,0
2123,78,35,0
2124,79,35,0
2125,81,35,0
2126,82,35,0
2127,83,35,1
2128,85,35,0
2129,86,35,1
2130,88,35,0
2131,90,35,0
2132,92,35,0
2133,95,35,0
2134,1,36,0
2135,2,36,1
2136,3,36,0
2137,4,36,1
2138,5,36,1
2139,7,36,1
2140,9,36,0
2141,15,36,1
2142,17,36,0
2143,18,36,1
2144,19,36,1
2145,20,36,1
2146,21,36,0
2147,22,36,0
2148,23,36,0
2149,26,36,0
2150,27,36,0
2151,29,36,1
2152,30,36,1
2153,31,36,0
2154,33,36,0
2155,34,36,0
2156,35,36,0
2157,39,36,0
2158,44,36,0
2159,47,36,1
2160,49,36,1
2161,50,36,0
2162,51,36,1
2163,52,36,1
2164,54,36,1
2165,56,36,0
2166,58,36,1
2167,59,36,0
2168,61,36,0
2169,64,36,0
2170,68,36,0
2171,69,36,0
2172,71,36,0
2173,72,36,1
2174,73,36,1
2175,76,36,0
2176,78,36,1
2177,79,36,0
2178,80,36,1
2179,81,36,1
2180,82,36,1
2181,83,36,0
2182,88,36,0
2183,89,36,0
2184,90,36,0
2185,91,36,0
2186,95,36,1
2187,0,37,1
2188,1,37,0
2189,2,37,1
2190,3,37,0
2191,5,37,0
2192,9,37,0
2193,10,37,0
2194,11,37,0
2195,12,37,1
2196,13,37,1
2197,14,37,0
2198,17,37,1
2199,20,37,0
2200,21,37,0
2201,23,37,0
2202,27,37,0
2203,28,37,1
2204,29,37,1
2205,30,37,0
2206,32,37,1
2207,34,37,0
2208,36,37,1
2209,40,37,1
2210,43,37,0
2211,44,37,0
2212,45,37,1
2213,46,37,0
2214,47,37,1
2215,51,37,0
2216,52,37,0
2217,54,37,1
2218,55,37,0
2219,57,37,0
2220,58,37,0
2221,59,37,0
2222,60,37,1
2223,63,37,0
2224,65,37,0
2225,66,37,1
2226,67,37,0
2227,68,37,1
2228,69,37,1
2229,70,37,1
2230,72,37,1
2231,73,37,0
2232,77,37,0
2233,80,37,0
2234,81,37,1
2235,82,37,0
2236,83,37,1
2237,84,37,1
2238,87,37,0
2239,88,37,0
2240,89,37,1
2241,90,37,1
2242,91,37,1
2243,96,37,0
2244,0,38,1
2245,1,38,0
2246,6,38,1
2247,8,38,1
2248,11,38,0
2249,14,38,0
2250,20,38,0
2251,21,38,0
2252,22,38,0
2253,24,38,1
2254,25,38,0
2255,26,38,0
2256,27,38,0
2257,28,38,1
2258,31,38,1
2259,33,38,0
2260,34,38,1
2261,36,38,1
2262,38,38,0
2263,40,38,0
2264,43,38,0
2265,44,38,1
2266,46,38,0
2267,47,38,0
2268,48,38,0
2269,50,38,0
2270,51,38,0
2271,54,38,0
2272,56,38,0
2273,58,38,0
2274,59,38,1
2275,60,38,1
2276,61,38,0
2277,64,38,1
2278,65,38,0
2279,66,38,0
2280,67,38,1
2281,68,38,0
2282,70,38,0
2283,71,38,1
2284,72,38,1
2285,74,38,0
2286,75,38,0
2287,76,38,0
2288,77,38,0
2289,79,38,0
2290,83,38,0
2291,85,38,0
2292,87,38,1
2293,89,38,0
2294,91,38,0
2295,92,38,0
2296,93,38,0
2297,96,38,0
2298,97,38,0
2299,0,39,0
2300,3,39,1
2301,4,39,0
2302,5,39,1
2303,6,39,0
2304,8,39,1
2305,9,39,1
2306,10,39,0
2307,12,39,1
2308,13,39,0
2309,14,39,1
2310,15,39,1
2311,16,39,1
2312,17,39,1
2313,18,39,1
2314,20,39,1
2315,22,39,1
2316,27,39,0
2317,28,39,0
2318,30,39,1
2319,31,39,1
2320,32,39,1
2321,33,39,1
2322,37,39,1
2323,42,39,1
2324,43,39,1
2325,44,39,0
2326,45,39,0
2327,46,39,1
2328,47,39,1
2329,48,39,1
2330,49,39,1
2331,50,39,0
2332,51,39,0
2333,52,39,1
2334,54,39,0
2335,55,39,0
2336,56,39,1
2337,57,39,1
2338,58,39,0
2339,61,39,0
2340,62,39,1
2341,65,39,1
2342,67,39,1
2343,68,39,1
2344,69,39,0
2345,71,39,0
2346,72,39,1
2347,74,39,1
2348,76,39,0
2349,77,39,0
2350,78,39,1
2351,83,39,0
2352,85,39,0
2353,86,39,1
2354,87,39,0
2355,88,39,0
2356,89,39,0
2357,92,39,0
2358,93,39,0
2359,94,39,0
2360,95,39,1
2361,97,39,1
2362,0,40,0
2363,1,40,0
2364,3,40,0
2365,4,40,0
2366,5,40,0
2367,7,40,0
2368,10,40,1
2369,13,40,0
2370,15,40,0
2371,17,40,0
2372,19,40,0
2373,20,40,0
2374,21,40,0
2375,24,40,0
2376,25,40,1
2377,26,40,1
2378,27,40,1
2379,28,40,0
2380,29,40,0
2381,31,40,1
2382,33,40,0
2383,34,40,1
2384,37,40,0
2385,39,40,1
2386,40,40,1
2387,42,40,0
2388,43,40,0
2389,44,40,1
2390,45,40,1
2391,47,40,0
2392,50,40,0
2393,51,40,1
2394,52,40,1
2395,53,40,0
2396,54,40,1
2397,58,40,0
2398,59,40,1
2399,61,40,0
2400,62,40,0
2401,64,40,1
2402,65,40,0
2403,66,40,1
2404,67,40,1
2405,70,40,1
2406,72,40,1
2407,73,40,0
2408,74,40,0
2409,77,40,0
2410,78,40,0
2411,80,40,0
2412,82,40,0
2413,88,40,0
2414,89,40,0
2415,91,40,0
2416,92,40,0
2417,93,40,0
2418,96,40,0
2419,1,41,0
2420,3,41,1
2421,5,41,1
2422,7,41,0
2423,9,41,0
2424,11,41,0
2425,12,41,0
2426,13,41,1
2427,15,41,0
2428,16,41,0
2429,19,41,1
2430,24,41,0
2431,25,41,0
2432,26,41,0
2433,29,41,0
2434,30,41,1
2435,33,41,1
2436,36,41,1
2437,37,41,0
2438,38,41,0
2439,39,41,0
2440,43,41,1
2441,45,41,1
2442,46,41,1
2443,50,41,0
2444,52,41,0
2445,56,41,0
2446,58,41,0
2447,59,41,1
2448,60,41,0
2449,63,41,1
2450,64,41,0
2451,65,41,1
2452,67,41,0
2453,68,41,1
2454,72,41,1
2455,73,41,0
2456,74,41,1
2457,75,41,0
2458,76,41,0
2459,77,41,0
2460,78,41,0
2461,79,41,0
2462,80,41,1
2463,81,41,1
2464,82,41,0
2465,83,41,0
2466,84,41,1
2467,85,41,0
2468,86,41,1
2469,88,41,0
2470,89,41,1
2471,90,41,0
2472,94,41,1
2473,96,41,1
2474,97,41,0
2475,1,42,1
2476,3,42,1
2477,4,42,1
2478,5,42,0
2479,6,42,1
2480,7,42,0
2481,8,42,0
2482,9,42,0
2483,10,42,1
2484,11,42,1
2485,12,42,0
2486,13,42,0
2487,14,42,0
2488,15,42,0
2489,16,42,1
2490,17,42,1
2491,18,42,0
2492,19,42,0
2493,20,42,1
2494,22,42,0
2495,23,42,1
2496,25,42,0
2497,27,42,0
2498,28,42,1
2499,30,42,1
2500,31,42,1
2501,33,42,1
2502,34,42,0
2503,35,42,1
2504,37,42,0
2505,39,42,0
2506,40,42,0
2507,42,42,0
2508,45,42,1
2509,46,42,1
2510,47,42,0
2511,50,42,1
2512,51,42,0
2513,54,42,1
2514,55,42,0
2515,56,42,0
2516,57,42,0
2517,58,42,0
2518,60,42,1
2519,61,42,0
2520,66,42,0
2521,67,42,0
2522,68,42,1
2523,70,42,1
2524,71,42,0
2525,73,42,0
2526,74,42,0
2527,75,42,0
2528,76,42,1
2529,78,42,0
2530,80,42,0
2531,81,42,0
2532,82,42,0
2533,83,42,1
2534,86,42,1
2535,89,42,1
2536,91,42,1
2537,92,42,0
2538,93,42,1
2539,94,42,0
2540,95,42,1
2541,96,42,0
2542,97,42,1
2543,1,43,0
2544,2,43,1
2545,3,43,0
2546,5,43,0
2547,6,43,0
2548,9,43,0
2549,10,43,1
2550,11,43,0
2551,12,43,0
2552,13,43,0
2553,14,43,0
2554,16,43,0
2555,19,43,0
2556,20,43,0
2557,21,43,0
2558,22,43,1
2559,24,43,1
2560,26,43,1
2561,29,43,0
2562,33,43,0
2563,36,43,1
2564,37,43,0
2565,39,43,0
2566,42,43,0
2567,43,43,0
2568,45,43,1
2569,46,43,0
2570,49,43,0
2571,50,43,0
2572,54,43,1
2573,55,43,1
2574,56,43,1
2575,60,43,0
2576,62,43,0
2577,65,43,0
2578,66,43,0
2579,67,43,1
2580,68,43,0
2581,71,43,0
2582,74,43,0
2583,76,43,0
2584,77,43,0
2585,78,43,0
2586,81,43,0
2587,82,43,0
2588,83,43,0
2589,84,43,1
2590,85,43,0
2591,86,43,0
2592,89,43,0
2593,90,43,1
2594,92,43,0
2595,93,43,0
2596,94,43,1
2597,95,43,0
2598,97,43,0
2599,4,44,0
2600,5,44,0
2601,6,44,0
2602,8,44,0
2603,9,44,0
2604,12,44,1
2605,14,44,0
2606,16,44,0
2607,17,44,0
2608,18,44,0
2609,19,44,1
2610,20,44,0
2611,23,44,0
2612,24,44,0
2613,26,44,0
2614,27,44,0
2615,30,44,0
2616,32,44,0
2617,36,44,1
2618,37,44,0
2619,38,44,0
2620,40,44,1
2621,41,44,0
2622,42,44,0
2623,43,44,0
2624,45,44,0
2625,47,44,1
2626,48,44,0
2627,50,44,1
2628,51,44,0
2629,52,44,0
2630,53,44,0
2631,54,44,0
2632,55,44,0
2633,56,44,0
2634,57,44,1
2635,58,44,0
2636,62,44,0
2637,63,44,0
2638,66,44,0
2639,67,44,1
2640,70,44,0
2641,71,44,1
2642,73,44,0
2643,74,44,1
2644,75,44,0
2645,76,44,1
2646,78,44,0
2647,79,44,0
2648,82,44,0
2649,83,44,0
2650,85,44,0
2651,88,44,1
2652,89,44,0
2653,91,44,0
2654,93,44,1
2655,94,44,1
2656,96,44,1
2657,97,44,1
2658,0,45,1
2659,2,45,0
2660,5,45,1
2661,6,45,0
2662,7,45,0
2663,8,45,1
2664,11,45,1
2665,15,45,1
2666,17,45,1
2667,21,45,0
2668,22,45,0
2669,25,45,1
2670,26,45,1
2671,28,45,1
2672,29,45,1
2673,30,45,1
2674,31,45,0
2675,34,45,0
2676,35,45,0
2677,36,45,0
2678,37,45,0
2679,38,45,1
2680,40,45,0
2681,44,45,0
2682,45,45,0
2683,46,45,0
2684,47,45,0
2685,48,45,0
2686,49,45,1
2687,50,45,0
2688,51,45,0
2689,52,45,0
2690,53,45,1
2691,54,45,1
2692,55,45,1
2693,57,45,1
2694,60,45,0
2695,61,45,0
2696,63,45,1
2697,64,45,1
2698,69,45,0
2699,70,45,0
2700,74,45,0
2701,76,45,0
2702,77,45,1
2703,79,45,0
2704,81,45,1
2705,82,45,1
2706,84,45,1
2707,86,45,1
2708,87,45,0
2709,88,45,0
2710,89,45,1
2711,90,45,0
2712,91,45,1
2713,92,45,0
2714,93,45,0
2715,94,45,0
2716,96,45,1
2717,97,45,0
2718,0,46,1
2719,1,46,1
2720,2,46,0
2721,4,46,0
2722,5,46,1
2723,9,46,1
2724,11,46,0
2725,12,46,0
2726,14,46,0
2727,15,46,0
2728,16,46,0
2729,17,46,0
2730,18,46,0
2731,19,46,0
2732,20,46,1
2733,22,46,1
2734,23,46,0
2735,27,46,0
2736,28,46,0
2737,29,46,0
2738,34,46,0
2739,35,46,1
2740,38,46,1
2741,44,46,1
2742,45,46,1
2743,46,46,0
2744,47,46,1
2745,50,46,0
2746,52,46,0
2747,53,46,0
2748,55,46,0
2749,57,46,0
2750,59,46,0
2751,61,46,1
2752,62,46,0
2753,63,46,0
2754,64,46,0
2755,65,46,0
2756,66,46,1
2757,68,46,1
2758,72,46,1
2759,73,46,1
2760,76,46,1
2761,77,46,0
2762,78,46,0
2763,80,46,0
2764,81,46,0
2765,82,46,0
2766,84,46,1
2767,86,46,1
2768,87,46,0
2769,88,46,1
2770,89,46,1
2771,90,46,0
2772,92,46,1
2773,93,46,1
2774,94,46,0
2775,96,46,0
2776,1,47,1
2777,2,47,0
2778,4,47,0
2779,5,47,0
2780,6,47,1
2781,8,47,0
2782,9,47,0
2783,10,47,1
2784,11,47,0
2785,13,47,1
2786,14,47,0
2787,15,47,0
2788,16,47,0
2789,17,47,1
2790,18,47,1
2791,20,47,0
2792,22,47,1
2793,24,47,0
2794,25,47,0
2795,27,47,0
2796,30,47,1
2797,31,47,1
2798,32,47,0
2799,35,47,0
2800,37,47,0
2801,39,47,1
2802,40,47,1
2803,41,47,1
2804,42,47,0
2805,43,47,0
2806,44,47,0
2807,45,47,0
2808,47,47,1
2809,48,47,1
2810,51,47,1
2811,52,47,0
2812,55,47,0
2813,57,47,0
2814,59,47,1
2815,61,47,1
2816,62,47,0
2817,63,47,0
2818,65,47,0
2819,66,47,1
2820,69,47,0
2821,70,47,1
2822,72,47,0
2823,73,47,0
2824,77,47,1
2825,78,47,0
2826,79,47,0
2827,80,47,1
2828,81,47,0
2829,84,47,0
2830,86,47,0
2831,89,47,1
2832,91,47,1
2833,92,47,0
2834,97,47,1
2835,0,48,1
2836,1,48,1
2837,2,48,0
2838,4,48,0
2839,5,48,0
2840,6,48,1
2841,8,48,1
2842,9,48,0
2843,14,48,0
2844,15,48,0
2845,16,48,0
2846,17,48,1
2847,18,48,1
2848,19,48,0
2849,21,48,0
2850,22,48,1
2851,23,48,0
2852,24,48,0
2853,27,48,0
2854,29,48,1
2855,31,48,1
2856,35,48,1
2857,36,48,1
2858,37,48,0
2859,38,48,0
2860,39,48,0
2861,41,48,1
2862,42,48,0
2863,44,48,1
2864,46,48,0
2865,47,48,0
2866,49,48,0
2867,52,48,0
2868,54,48,1
2869,55,48,0
2870,56,48,0
2871,58,48,0
2872,59,48,1
2873,60,48,1
2874,62,48,0
2875,63,48,0
2876,64,48,0
2877,65,48,0
2878,66,48,0
2879,67,48,0
2880,68,48,1
2881,69,48,1
2882,71,48,1
2883,72,48,0
2884,73,48,0
2885,74,48,0
2886,75,48,0
2887,77,48,0
2888,78,48,0
2889,79,48,1
2890,80,48,1
2891,82,48,0
2892,85,48,0
2893,86,48,1
2894,87,48,0
2895,89,48,1
2896,91,48,0
2897,92,48,1
2898,93,48,1
2899,96,48,0
2900,97,48,1
2901,2,49,1
2902,4,49,1
2903,5,49,1
2904,8,49,1
2905,14,49,0
2906,15,49,1
2907,16,49,1
2908,17,49,1
2909,18,49,1
2910,20,49,0
2911,21,49,1
2912,22,49,0
2913,23,49,1
2914,26,49,0
2915,27,49,1
2916,30,49,0
2917,32,49,1
2918,33,49,0
2919,34,49,1
2920,35,49,0
2921,37,49,1
2922,39,49,1
2923,40,49,1
2924,42,49,1
2925,43,49,0
2926,44,49,1
2927,47,49,0
2928,48,49,0
2929,50,49,0
2930,51,49,1
2931,52,49,1
2932,54,49,0
2933,55,49,1
2934,57,49,0
2935,58,49,0
2936,59,49,1
2937,60,49,0
2938,61,49,0
2939,63,49,0
2940,64,49,1
2941,65,49,0
2942,66,49,0
2943,67,49,0
2944,68,49,0
2945,69,49,1
2946,71,49,1
2947,72,49,1
2948,73,49,0
2949,74,49,0
2950,75,49,1
2951,78,49,0
2952,80,49,0
2953,81,49,0
2954,82,49,1
2955,83,49,0
2956,85,49,0
2957,87,49,1
2958,88,49,0
2959,89,49,0
2960,90,49,0
2961,91,49,0
2962,92,49,1
2963,93,49,0
2964,95,49,0
2965,96,49,0
2966,97,49,1
2967,0,50,1
2968,1,50,1
2969,2,50,1
2970,3,50,1
2971,4,50,1
2972,5,50,0
2973,6,50,0
2974,7,50,0
2975,8,50,0
2976,9,50,1
2977,10,50,0
2978,11,50,0
2979,14,50,0
2980,18,50,1
2981,21,50,0
2982,22,50,0
2983,24,50,1
2984,26,50,0
2985,27,50,1
2986,28,50,1
2987,29,50,1
2988,30,50,1
2989,32,50,0
2990,33,50,1
2991,34,50,1
2992,35,50,0
2993,36,50,0
2994,37,50,0
2995,38,50,1
2996,39,50,0
2997,41,50,1
2998,43,50,0
2999,45,50,1
3000,46,50,1
3001,48,50,0
3002,49,50,0
3003,53,50,0
3004,54,50,0
3005,55,50,1
3006,56,50,1
3007,58,50,0
3008,60,50,0
3009,63,50,1
3010,64,50,0
3011,66,50,0
3012,71,50,1
3013,72,50,1
3014,73,50,0
3015,74,50,0
3016,75,50,1
3017,76,50,0
3018,78,50,0
3019,79,50,0
3020,80,50,0
3021,82,50,0
3022,83,50,0
3023,85,50,0
3024,87,50,0
3025,89,50,0
3026,90,50,0
3027,91,50,0
3028,94,50,1
3029,95,50,0
3030,0,51,0
3031,6,51,0
3032,7,51,1
3033,8,51,0
3034,9,51,0
3035,13,51,0
3036,14,51,0
3037,15,51,1
3038,16,51,1
3039,17,51,0
3040,18,51,0
3041,19,51,1
3042,22,51,0
3043,23,51,0
3044,24,51,0
3045,25,51,1
3046,28,51,1
3047,29,51,1
3048,30,51,1
3049,31,51,0
3050,32,51,1
3051,34,51,1
3052,35,51,0
3053,36,51,1
3054,37,51,1
3055,38,51,1
3056,39,51,0
3057,40,51,0
3058,41,51,0
3059,42,51,1
3060,43,51,0
3061,45,51,0
3062,46,51,0
3063,47,51,0
3064,49,51,1
3065,50,51,0
3066,52,51,1
3067,53,51,1
3068,54,51,0
3069,55,51,1
3070,57,51,1
3071,58,51,1
3072,59,51,0
3073,62,51,1
3074,63,51,1
3075,64,51,1
3076,66,51,0
3077,67,51,0
3078,70,51,0
3079,71,51,0
3080,73,51,1
3081,74,51,0
3082,76,51,0
3083,77,51,0
3084,78,51,1
3085,79,51,1
3086,80,51,1
3087,81,51,1
3088,83,51,0
3089,84,51,0
3090,85,51,1
3091,89,51,1
3092,90,51,1
3093,93,51,0
3094,94,51,0
3095,95,51,1
3096,96,51,0
3097,97,51,0
3098,1,52,1
3099,4,52,1
3100,5,52,0
3101,8,52,1
3102,11,52,0
3103,16,52,0
3104,17,52,1
3105,19,52,0
3106,21,52,0
3107,23,52,1
3108,24,52,1
3109,26,52,0
3110,27,52,1
3111,30,52,0
3112,33,52,0
3113,34,52,1
3114,38,52,1
3115,39,52,0
3116,40,52,1
3117,41,52,0
3118,48,52,0
3119,49,52,0
3120,50,52,0
3121,51,52,0
3122,55,52,0
3123,56,52,0
3124,58,52,0
3125,59,52,1
3126,60,52,1
3127,63,52,0
3128,64,52,0
3129,66,52,1
3130,67,52,1
3131,71,52,1
3132,72,52,0
3133,73,52,0
3134,74,52,0
3135,79,52,0
3136,80,52,1
3137,81,52,0
3138,82,52,0
3139,86,52,0
3140,87,52,0
3141,88,52,0
3142,89,52,0
3143,92,52,1
3144,93,52,0
3145,95,52,1
3146,97,52,0
3147,0,53,1
3148,4,53,0
3149,6,53,1
3150,7,53,0
3151,10,53,0
3152,11,53,0
3153,13,53,1
3154,14,53,1
3155,17,53,1
3156,19,53,0
3157,21,53,1
3158,22,53,1
3159,23,53,0
3160,24,53,0
3161,25,53,0
3162,26,53,0
3163,27,53,0
3164,29,53,0
3165,30,53,0
3166,31,53,0
3167,32,53,0
3168,33,53,0
3169,34,53,1
3170,35,53,1
3171,36,53,0
3172,38,53,0
3173,41,53,1
3174,42,53,0
3175,44,53,0
3176,46,53,0
3177,47,53,1
3178,48,53,0
3179,50,53,0
3180,51,53,1
3181,52,53,0
3182,54,53,1
3183,55,53,1
3184,56,53,0
3185,57,53,0
3186,61,53,0
3187,63,53,0
3188,65,53,0
3189,67,53,0
3190,68,53,1
3191,70,53,0
3192,71,53,0
3193,72,53,0
3194,75,53,0
3195,76,53,1
3196,77,53,1
3197,78,53,1
3198,79,53,0
3199,80,53,1
3200,81,53,0
3201,82,53,0
3202,83,53,1
3203,84,53,1
3204,91,53,0
3205,93,53,0
3206,94,53,0
3207,96,53,1
3208,97,53,1
3209,0,54,1
3210,1,54,0
3211,2,54,1
3212,4,54,0
3213,5,54,1
3214,6,54,1
3215,8,54,0
